"","Outcome","Arm","Group","Coefficient","Estimate","Std..Error","Pr...z..","EstOverSE"
"453","%CD56pNKTlike","B","MVA85A","TreatmentMVA85A:Time56",0.0821716221231294,0.174108599619331,0.636958097239824,0.471956137162602
"454","%CD56pNKTlike","B","MVA85A","Time56:GenderM",-0.0333990231135916,0.173266842728089,0.847146449851362,-0.19276061471268
"455","%CD56pNKTlike","B","QFT","(Intercept)",-1.97721500315606,0.18174782734822,1.45318406676308e-27,-10.8788921001394
"456","%CD56pNKTlike","B","QFT","QFTPositive",0.168346017136846,0.214868234345072,0.433342417363291,0.783484900176018
"457","%CD56pNKTlike","B","QFT","Time56",0.0769035244021357,0.147143030034844,0.601221529700602,0.522644697366398
"458","%CD56pNKTlike","B","QFT","GenderM",0.0606610350186917,0.213257506372522,0.776065771418457,0.284449706134742
"459","%CD56pNKTlike","B","QFT","QFTPositive:Time56",-0.180740297878476,0.173616277134938,0.297860168568187,-1.04103313848851
"460","%CD56pNKTlike","B","QFT","Time56:GenderM",-0.0471379620065341,0.17202521469224,0.784070982206887,-0.274017748449643
"461","%CD56pNKTlike","B","FA - FA","(Intercept)",-2.08504645921987,0.191202112855854,1.09172229657353e-27,-10.904934198043
"462","%CD56pNKTlike","B","FA - FA","FA1",-0.0210593632997771,0.310296964606072,0.945890381598243,-0.0678684154274997
"463","%CD56pNKTlike","B","FA - FA","FA2",0.461567889280049,0.299493743269924,0.123277759094811,1.54116037363776
"464","%CD56pNKTlike","B","FA - FA","FA3",0.52080563774346,0.267906700660466,0.051897696487942,1.94398138030713
"465","%CD56pNKTlike","B","FA - FA","Time56",0.109997759696349,0.154637559240565,0.476882070292068,0.711326279569822
"466","%CD56pNKTlike","B","FA - FA","GenderM",-0.0659042655337706,0.217224012283762,0.761590306757964,-0.303393095638429
"467","%CD56pNKTlike","B","FA - FA","FA1:Time56",0.0288860491811309,0.241257687777139,0.904696160572357,0.119731103482241
"468","%CD56pNKTlike","B","FA - FA","FA2:Time56",-0.210341474902813,0.248026451492257,0.396404191960914,-0.848060654971629
"469","%CD56pNKTlike","B","FA - FA","FA3:Time56",-0.452598694903667,0.211483579333254,0.0323456596241931,-2.14011270440276
"470","%CD56pNKTlike","B","FA - FA","Time56:GenderM",0.0757397391762634,0.172859656913416,0.66127218155394,0.438157407741476
"471","%CD56pNKTlike","B","FA - BA","(Intercept)",-1.56423863020748,0.247402628210831,2.57125976077707e-10,-6.32264354473418
"472","%CD56pNKTlike","B","FA - BA","FA0",-0.520804010148017,0.267906640684806,0.0518983766482851,-1.94397574026822
"473","%CD56pNKTlike","B","FA - BA","FA1",-0.541863770747475,0.321557474657704,0.0919649183571262,-1.68512260933846
"474","%CD56pNKTlike","B","FA - BA","FA2",-0.0592414946352647,0.314503741455902,0.850590541049198,-0.188364991656454
"475","%CD56pNKTlike","B","FA - BA","Time56",-0.34260082234799,0.194635184001801,0.0783704436094862,-1.76022040467678
"476","%CD56pNKTlike","B","FA - BA","GenderM",-0.0659053175070728,0.217223960534162,0.761586561491238,-0.303398010721327
"477","%CD56pNKTlike","B","FA - BA","FA0:Time56",0.452600521641255,0.211483388620272,0.0323448058131053,2.14012327206426
"478","%CD56pNKTlike","B","FA - BA","FA1:Time56",0.481483677686205,0.249404129565997,0.0535404456927276,1.93053610829967
"479","%CD56pNKTlike","B","FA - BA","FA2:Time56",0.242251583697517,0.25870871519625,0.349073757934019,0.936387409731254
"480","%CD56pNKTlike","B","FA - BA","Time56:GenderM",0.0757384828130743,0.172859477800737,0.661277120810219,0.438150593630634
"481","%CD8+ totIFNg+","A","MVA85A","(Intercept)",-3.78756113496009,0.370526741231277,1.57884051069081e-24,-10.2220992805373
"482","%CD8+ totIFNg+","A","MVA85A","TreatmentMVA85A",-0.33552649385551,0.438892964546677,0.444579078634883,-0.764483646262292
"483","%CD8+ totIFNg+","A","MVA85A","Time56",-1.8282299399193,0.441606910757611,3.47383552935679e-05,-4.139948663355
"484","%CD8+ totIFNg+","A","MVA85A","Time365",-1.49354957197617,0.44972777033777,0.000896929314505607,-3.32100810864855
"485","%CD8+ totIFNg+","A","MVA85A","GenderM",-0.0757401548796848,0.441608044826996,0.863822840879975,-0.171509907409764
"486","%CD8+ totIFNg+","A","MVA85A","TreatmentMVA85A:Time56",-0.16633779293932,0.542000826406457,0.758922663955962,-0.306895829001153
"487","%CD8+ totIFNg+","A","MVA85A","TreatmentMVA85A:Time365",0.288349548159842,0.536893259369142,0.591218895282176,0.537070531484522
"488","%CD8+ totIFNg+","A","MVA85A","Time56:GenderM",0.609421534680222,0.537958372631822,0.257280847697457,1.13284143473553
"489","%CD8+ totIFNg+","A","MVA85A","Time365:GenderM",0.778092437662939,0.532880058483438,0.144244924229544,1.46016430015672
"490","%CD8+ totIFNg+","A","QFT","(Intercept)",-3.96745684606951,0.373547128070753,2.37910384885394e-26,-10.6210342629593
"491","%CD8+ totIFNg+","A","QFT","QFTPositive",0.0815436907985282,0.437485328284455,0.852137499131302,0.186391829683276
"492","%CD8+ totIFNg+","A","QFT","Time56",-1.65694668438848,0.456277191192774,0.000281835950408146,-3.63144754191412
"493","%CD8+ totIFNg+","A","QFT","Time365",-1.12752600867496,0.458531027693387,0.0139326131441035,-2.45899609966834
"494","%CD8+ totIFNg+","A","QFT","GenderM",-0.134200620653961,0.4376475633895,0.759116757083385,-0.306640849579058
"495","%CD8+ totIFNg+","A","QFT","QFTPositive:Time56",-0.528009877547887,0.544392955155492,0.332093455296948,-0.969905786890784
"496","%CD8+ totIFNg+","A","QFT","QFTPositive:Time365",-0.511229618906121,0.533835940257266,0.338237736496596,-0.957653054718926
"497","%CD8+ totIFNg+","A","QFT","Time56:GenderM",0.566407925250644,0.534857698510622,0.289605210054787,1.05898807631988
"498","%CD8+ totIFNg+","A","QFT","Time365:GenderM",0.763124213132037,0.531396417879934,0.150981481650476,1.43607331072461
"499","%CD8+ totIFNg+","A","FA - FA","(Intercept)",-4.3249991427785,0.576742450299137,6.43001424415781e-14,-7.49901301791686
"500","%CD8+ totIFNg+","A","FA - FA","FA1",0.259120612648491,0.579055739164353,0.654522603100628,0.447488203851383
"501","%CD8+ totIFNg+","A","FA - FA","FA2",-0.513485788790932,0.812026935510873,0.527157750831345,-0.632350684854907
"502","%CD8+ totIFNg+","A","FA - FA","FA3",0.787402005141304,0.634577080159152,0.214668715318536,1.24082956942571
"503","%CD8+ totIFNg+","A","FA - FA","Time56",-1.50022665000721,0.682124766288061,0.0278535089954701,-2.19934346933485
"504","%CD8+ totIFNg+","A","FA - FA","Time365",-1.53132850121832,0.775389228588344,0.0482776949040338,-1.97491588064258
"505","%CD8+ totIFNg+","A","FA - FA","GenderM",0.122965859701677,0.482886114262551,0.798995179916813,0.254647744198374
"506","%CD8+ totIFNg+","A","FA - FA","FA1:Time56",-0.80310590707451,0.720798275890096,0.265197877305562,-1.11418955058234
"507","%CD8+ totIFNg+","A","FA - FA","FA2:Time56",0.943578276949779,0.951748834749155,0.321482873146189,0.991415216387915
"508","%CD8+ totIFNg+","A","FA - FA","FA3:Time56",-0.608018425029026,0.736726461244467,0.409202773705363,-0.825297389212776
"509","%CD8+ totIFNg+","A","FA - FA","FA1:Time365",-0.0689883306457091,0.696829387945383,0.921135739172502,-0.0990031876369662
"510","%CD8+ totIFNg+","A","FA - FA","FA2:Time365",1.1053122319235,0.961656282566767,0.250397722955843,1.14938388274582
"511","%CD8+ totIFNg+","A","FA - FA","FA3:Time365",-0.0600697679686516,0.862040258942081,0.944445772923119,-0.0696832512699242
"512","%CD8+ totIFNg+","A","FA - FA","Time56:GenderM",0.45006388026128,0.577770375636605,0.435999333661786,0.778966695489339
"513","%CD8+ totIFNg+","A","FA - FA","Time365:GenderM",0.931490959818261,0.685208043800171,0.174011022301774,1.35942794053059
"514","%CD8+ totIFNg+","A","FA - BA","(Intercept)",-3.53759798397281,0.427093767010132,1.20156943080896e-16,-8.28295390199147
"515","%CD8+ totIFNg+","A","FA - BA","FA0",-0.78738787165287,0.634577609861986,0.214677327627024,-1.24080626138719
"516","%CD8+ totIFNg+","A","FA - BA","FA1",-0.528281295479672,0.565043399459978,0.349819568429936,-0.93493932675713
"517","%CD8+ totIFNg+","A","FA - BA","FA2",-1.30087931415513,0.779327084938975,0.0950710024786486,-1.66923406012124
"518","%CD8+ totIFNg+","A","FA - BA","Time56",-2.10824738134106,0.500842512569895,2.56047679835735e-05,-4.20940181480069
"519","%CD8+ totIFNg+","A","FA - BA","Time365",-1.59140039319994,0.494074648174018,0.00127756822601799,-3.22097156589876
"520","%CD8+ totIFNg+","A","FA - BA","GenderM",0.122958967393861,0.482886424330677,0.799006331242503,0.254633307540779
"521","%CD8+ totIFNg+","A","FA - BA","FA0:Time56",0.608003946014011,0.736727127590096,0.409214352496879,0.825276989599731
"522","%CD8+ totIFNg+","A","FA - BA","FA1:Time56",-0.195087535874281,0.684589200761777,0.775666956553377,-0.284970221056945
"523","%CD8+ totIFNg+","A","FA - BA","FA2:Time56",1.55160236050049,0.910503203713122,0.0883595651267812,1.70411521252523
"524","%CD8+ totIFNg+","A","FA - BA","FA0:Time365",0.0600602623301955,0.862041314404024,0.944454617689432,0.0696721390571847
"525","%CD8+ totIFNg+","A","FA - BA","FA1:Time365",-0.00891342078101317,0.792906965200884,0.991030812753729,-0.0112414459352806
"526","%CD8+ totIFNg+","A","FA - BA","FA2:Time365",1.16538097729622,0.891137105818951,0.19095947855895,1.30774599069718
"527","%CD8+ totIFNg+","A","FA - BA","Time56:GenderM",0.450073782882637,0.577770882401438,0.435989639679799,0.778983151611859
"528","%CD8+ totIFNg+","A","FA - BA","Time365:GenderM",0.93149379278186,0.685208829745436,0.174010206758348,1.35943051569829
"529","%CD8+ totIL17+","A","MVA85A","(Intercept)",-7.38673845636549,0.382561216850812,4.54342797474626e-83,-19.3086442927279
"530","%CD8+ totIL17+","A","MVA85A","TreatmentMVA85A",0.835070035772103,0.448406286869819,0.0625598705507334,1.86230670760988
"531","%CD8+ totIL17+","A","MVA85A","Time56",0.603817447589267,0.433968450606912,0.164108532696754,1.39138558746567
"532","%CD8+ totIL17+","A","MVA85A","Time365",-0.0522212382317888,0.501635603007811,0.917088453248996,-0.104101937579131
"533","%CD8+ totIL17+","A","MVA85A","GenderM",-0.00776070444502731,0.445374228382737,0.986097460251651,-0.0174251313849217
"534","%CD8+ totIL17+","A","MVA85A","TreatmentMVA85A:Time56",-1.21630017813939,0.54119553942584,0.0246124313003306,-2.24743200845627
"535","%CD8+ totIL17+","A","MVA85A","TreatmentMVA85A:Time365",0.222166849755035,0.547943349965008,0.685142447526192,0.405455873803784
"536","%CD8+ totIL17+","A","MVA85A","Time56:GenderM",0.237682434609215,0.53688532023127,0.657978291487167,0.442706152790377
"537","%CD8+ totIL17+","A","MVA85A","Time365:GenderM",0.44374953458162,0.54143245119293,0.412453128817092,0.81958429644162
"538","%CD8+ totIL17+","A","QFT","(Intercept)",-7.16834956277422,0.381405478709219,8.36653567207684e-79,-18.794563693825
"539","%CD8+ totIL17+","A","QFT","QFTPositive",0.386920929056104,0.444459371163189,0.384003811096678,0.870542853092507
"540","%CD8+ totIL17+","A","QFT","Time56",0.0778721795806938,0.45017654921929,0.862666030671447,0.172981421879354
"541","%CD8+ totIL17+","A","QFT","Time365",0.586590843728965,0.463712076240249,0.205875141126878,1.26498936254801
"542","%CD8+ totIL17+","A","QFT","GenderM",0.088081363347869,0.443596864675671,0.842605588118806,0.198561735580048
"543","%CD8+ totIL17+","A","QFT","QFTPositive:Time56",0.0768577800802758,0.534429136462649,0.885648251328307,0.143812855318841
"544","%CD8+ totIL17+","A","QFT","QFTPositive:Time365",-0.947330983094808,0.548127284639541,0.0839336040621718,-1.728304738046
"545","%CD8+ totIL17+","A","QFT","Time56:GenderM",0.0673983583790681,0.5328288732179,0.899342825084383,0.126491565616613
"546","%CD8+ totIL17+","A","QFT","Time365:GenderM",0.269988294798259,0.54370615474433,0.619492144998278,0.496570238247931
"547","%CD8+ totIL17+","A","FA - FA","(Intercept)",-7.70935558711147,0.604686663559912,3.14397542502057e-37,-12.7493395368188
"548","%CD8+ totIL17+","A","FA - FA","FA1",0.429133139995151,0.60865135627007,0.48077554106363,0.705055752483589
"549","%CD8+ totIL17+","A","FA - FA","FA2",0.216254457961713,0.819209736230988,0.791795826809377,0.263979355221844
"550","%CD8+ totIL17+","A","FA - FA","FA3",1.12501891849586,0.648242118292169,0.0826537223489894,1.73549185828866
"551","%CD8+ totIL17+","A","FA - FA","Time56",0.997168297437279,0.689512538900719,0.148123039830423,1.44619313091398
"552","%CD8+ totIL17+","A","FA - FA","Time365",-0.419107839679876,0.756230299989174,0.579437447209302,-0.554206621562076
"553","%CD8+ totIL17+","A","FA - FA","GenderM",0.415779488140446,0.485439502167441,0.39172064124926,0.856501142333968
"554","%CD8+ totIL17+","A","FA - FA","FA1:Time56",-0.222503257276306,0.690501466727001,0.747275200953851,-0.322234300719126
"555","%CD8+ totIL17+","A","FA - FA","FA2:Time56",-1.89141186370902,1.1197582495324,0.0911954418348296,-1.68912518795808
"556","%CD8+ totIL17+","A","FA - FA","FA3:Time56",-1.22079339763883,0.766148374399378,0.111066805212108,-1.59341641701697
"557","%CD8+ totIL17+","A","FA - FA","FA1:Time365",0.879969219276046,0.717887291044635,0.220282872464861,1.22577628863656
"558","%CD8+ totIL17+","A","FA - FA","FA2:Time365",1.51798738346394,0.969957938625582,0.117582133450846,1.56500330892174
"559","%CD8+ totIL17+","A","FA - FA","FA3:Time365",0.0364580792544517,0.815877415315933,0.964357806817518,0.0446857316675864
"560","%CD8+ totIL17+","A","FA - FA","Time56:GenderM",-0.544091762496134,0.588719584335095,0.355384739827876,-0.924195112535005
"561","%CD8+ totIL17+","A","FA - FA","Time365:GenderM",0.421240937492503,0.617284382037885,0.494979834276046,0.682409841800678
"562","%CD8+ totIL17+","A","FA - BA","(Intercept)",-6.58433909347091,0.398933677538817,3.38593187758741e-61,-16.5048464549104
"563","%CD8+ totIL17+","A","FA - BA","FA0",-1.12500322949907,0.648242750161535,0.0826583049951285,-1.7354659642838
"564","%CD8+ totIL17+","A","FA - BA","FA1",-0.695885872467089,0.572445033065706,0.224122893523312,-1.21563789057667
"565","%CD8+ totIL17+","A","FA - BA","FA2",-0.90877106233383,0.742472345859126,0.220959894095465,-1.22397967736061
"566","%CD8+ totIL17+","A","FA - BA","Time56",-0.223616026872331,0.472669824998897,0.636147975684755,-0.473091394977146
"567","%CD8+ totIL17+","A","FA - BA","Time365",-0.382641349733866,0.502623431765084,0.446484873268036,-0.761288323527076
"568","%CD8+ totIL17+","A","FA - BA","GenderM",0.415778007874723,0.485440097501724,0.391722907966993,0.856497042610384
"569","%CD8+ totIL17+","A","FA - BA","FA0:Time56",1.22076631217343,0.766147995151127,0.111074554197321,1.59338185298342
"570","%CD8+ totIL17+","A","FA - BA","FA1:Time56",0.998282973608187,0.683759394166947,0.144292381859142,1.45999160249116
"571","%CD8+ totIL17+","A","FA - BA","FA2:Time56",-0.670623976624734,1.0333422213222,0.516347837071033,-0.648985363016181
"572","%CD8+ totIL17+","A","FA - BA","FA0:Time365",-0.0364838144919515,0.815877320072585,0.964332660100838,-0.0447172799076039
"573","%CD8+ totIL17+","A","FA - BA","FA1:Time365",0.843510344850545,0.723214075178149,0.243478772441592,1.16633563117914
"574","%CD8+ totIL17+","A","FA - BA","FA2:Time365",1.4815268159677,0.863816777051999,0.0863280271907337,1.71509382003878
"575","%CD8+ totIL17+","A","FA - BA","Time56:GenderM",-0.544089938880036,0.588719535890974,0.355386312712056,-0.924192090987103
"576","%CD8+ totIL17+","A","FA - BA","Time365:GenderM",0.421239681816706,0.617284442383954,0.494981162358871,0.682407740894744
"577","%CD8+ totIL2+","A","MVA85A","(Intercept)",-6.00590054107549,0.306398592463896,1.49858062313295e-85,-19.601593116924
"578","%CD8+ totIL2+","A","MVA85A","TreatmentMVA85A",0.306600553427793,0.353860997494772,0.386247009735379,0.866443478084423
"579","%CD8+ totIL2+","A","MVA85A","Time56",-0.487898975930507,0.367322757935613,0.184093263475123,-1.32825686780896
"580","%CD8+ totIL2+","A","MVA85A","Time365",0.0323283141693912,0.363987845418007,0.929227334587032,0.0888170156678312
"581","%CD8+ totIL2+","A","MVA85A","GenderM",-0.128223783761028,0.35405244119581,0.717232148789863,-0.362160428347714
"582","%CD8+ totIL2+","A","MVA85A","TreatmentMVA85A:Time56",0.178899991920474,0.415930410196706,0.66710834538201,0.430120009344512
"583","%CD8+ totIL2+","A","MVA85A","TreatmentMVA85A:Time365",0.362164648783956,0.41987490652417,0.388382903081163,0.862553687197089
"584","%CD8+ totIL2+","A","MVA85A","Time56:GenderM",0.492404972020098,0.415564169918714,0.236054145076706,1.18490718801964
"585","%CD8+ totIL2+","A","MVA85A","Time365:GenderM",-0.456050710585898,0.420001129307408,0.277553279328088,-1.08583210558966
"586","%CD8+ totIL2+","A","QFT","(Intercept)",-5.79695776164232,0.306522827393247,9.08560642595243e-80,-18.9119936382592
"587","%CD8+ totIL2+","A","QFT","QFTPositive",-0.211880139300056,0.370297776752564,0.567194259543857,-0.572188526645235
"588","%CD8+ totIL2+","A","QFT","Time56",-0.508141487119437,0.349687953921927,0.146188114967225,-1.45312837179655
"589","%CD8+ totIL2+","A","QFT","Time365",0.197186935002911,0.34470199384399,0.567287788089531,0.572050462499375
"590","%CD8+ totIL2+","A","QFT","GenderM",-0.112331431018518,0.363637832546292,0.757389847101806,-0.308910187457512
"591","%CD8+ totIL2+","A","QFT","QFTPositive:Time56",0.256761524662375,0.4268907098534,0.547527659068457,0.601468991326962
"592","%CD8+ totIL2+","A","QFT","QFTPositive:Time365",0.0927978485810077,0.428548462687437,0.828566913805015,0.216539917093787
"593","%CD8+ totIL2+","A","QFT","Time56:GenderM",0.530491041947621,0.417741685773654,0.204119506817894,1.26990209503549
"594","%CD8+ totIL2+","A","QFT","Time365:GenderM",-0.458036228783078,0.424072592220271,0.280102458701249,-1.08008920450385
"595","%CD8+ totIL2+","A","FA - FA","(Intercept)",-5.47793907113223,0.428995780489632,2.43600856454231e-37,-12.7692143379126
"596","%CD8+ totIL2+","A","FA - FA","FA1",-0.500231035093373,0.460252740353142,0.277097974016831,-1.08686161153447
"597","%CD8+ totIL2+","A","FA - FA","FA2",-0.391566726141422,0.601084701426063,0.514766675012367,-0.651433525445643
"598","%CD8+ totIL2+","A","FA - FA","FA3",-0.511199516993376,0.505490305444709,0.311875543787364,-1.01129440364567
"599","%CD8+ totIL2+","A","FA - FA","Time56",-0.183736073948505,0.49330290281546,0.709549671988947,-0.372460962422593
"600","%CD8+ totIL2+","A","FA - FA","Time365",-0.454856653444553,0.49975739194714,0.362740809842018,-0.910154928719222
"601","%CD8+ totIL2+","A","FA - FA","GenderM",-0.230188602467479,0.384557541843542,0.549452737753272,-0.598580387642303
"602","%CD8+ totIL2+","A","FA - FA","FA1:Time56",-0.124575720803648,0.517844618169108,0.80989163555916,-0.24056583081639
"603","%CD8+ totIL2+","A","FA - FA","FA2:Time56",-0.595740661502449,0.735744327633699,0.418105992626124,-0.80971152495116
"604","%CD8+ totIL2+","A","FA - FA","FA3:Time56",-0.211802572795369,0.588960367384767,0.719130505362168,-0.359621095959075
"605","%CD8+ totIL2+","A","FA - FA","FA1:Time365",0.380147700390251,0.550907685892228,0.49016976277308,0.690038839764195
"606","%CD8+ totIL2+","A","FA - FA","FA2:Time365",1.44976523455613,0.658944440647509,0.0277974789465473,2.2001327352144
"607","%CD8+ totIL2+","A","FA - FA","FA3:Time365",0.665594402047029,0.595163494294201,0.263422340267822,1.11833875637206
"608","%CD8+ totIL2+","A","FA - FA","Time56:GenderM",0.37420392460088,0.453182864457349,0.408960728492858,0.8257239051811
"609","%CD8+ totIL2+","A","FA - FA","Time365:GenderM",-0.12257004075802,0.456622480242778,0.788370257270469,-0.268427521774338
"610","%CD8+ totIL2+","A","FA - BA","(Intercept)",-5.98913812055503,0.350904832338271,2.58175756879254e-65,-17.0676991839814
"611","%CD8+ totIL2+","A","FA - BA","FA0",0.511152845221212,0.505492285262192,0.311921618563353,1.01119811345109
"612","%CD8+ totIL2+","A","FA - BA","FA1",0.0109833581701049,0.480709334915347,0.981771334875899,0.0228482315036364
"613","%CD8+ totIL2+","A","FA - BA","FA2",0.119629935058277,0.594228904073397,0.840448664848583,0.201319616461304
"614","%CD8+ totIL2+","A","FA - BA","Time56",-0.395549848209711,0.409778554772835,0.33440604688011,-0.965277083445687
"615","%CD8+ totIL2+","A","FA - BA","Time365",0.210731000388493,0.391590264536283,0.590479314123486,0.538141571619606
"616","%CD8+ totIL2+","A","FA - BA","GenderM",-0.230182416073186,0.384558733012915,0.54946470482303,-0.598562446546899
"617","%CD8+ totIL2+","A","FA - BA","FA0:Time56",0.211842662457958,0.588962479422731,0.719080560649684,0.359687874625893
"618","%CD8+ totIL2+","A","FA - BA","FA1:Time56",0.0872159037792757,0.56375800387606,0.877054277091969,0.154704506507458
"619","%CD8+ totIL2+","A","FA - BA","FA2:Time56",-0.383902925426286,0.742705104204032,0.605227229925966,-0.516898191830418
"620","%CD8+ totIL2+","A","FA - BA","FA0:Time365",-0.665571292931923,0.595165319742353,0.26344038202097,-1.11829649822347
"621","%CD8+ totIL2+","A","FA - BA","FA1:Time365",-0.285464140929043,0.576218428431587,0.62031101985331,-0.495409599630561
"622","%CD8+ totIL2+","A","FA - BA","FA2:Time365",0.784150519271647,0.64038340830761,0.220763056516966,1.22450161746692
"623","%CD8+ totIL2+","A","FA - BA","Time56:GenderM",0.374200295986768,0.453184163819541,0.408966614908815,0.825713530748563
"624","%CD8+ totIL2+","A","FA - BA","Time365:GenderM",-0.122547921637338,0.456623696348323,0.788408090087777,-0.268378366294542
"625","%CD8+ totIL22+","A","MVA85A","(Intercept)",-5.66306067935708,0.245047957909744,3.67240350181148e-118,-23.1100096799946
"626","%CD8+ totIL22+","A","MVA85A","TreatmentMVA85A",0.104220509256195,0.295995967901758,0.724762434951856,0.352101111359688
"627","%CD8+ totIL22+","A","MVA85A","Time56",-0.294925523640843,0.300859844670841,0.326950163066175,-0.980275463359058
"628","%CD8+ totIL22+","A","MVA85A","Time365",-0.161616859213756,0.309535373282979,0.601581721092332,-0.522127269331523
"629","%CD8+ totIL22+","A","MVA85A","GenderM",-0.356264032236622,0.296651680882073,0.22977034080389,-1.20095066098158
"630","%CD8+ totIL22+","A","MVA85A","TreatmentMVA85A:Time56",-0.443702305914906,0.364430733899905,0.223405806922445,-1.21752164304774
"631","%CD8+ totIL22+","A","MVA85A","TreatmentMVA85A:Time365",-0.264913974571838,0.373443582890238,0.478087755691182,-0.709381514930734
"632","%CD8+ totIL22+","A","MVA85A","Time56:GenderM",0.347897071476696,0.364390771339166,0.339711103013019,0.95473623055311
"633","%CD8+ totIL22+","A","MVA85A","Time365:GenderM",0.246518209569404,0.373040128429712,0.508717728205132,0.660835633440044
"634","%CD8+ totIL22+","A","QFT","(Intercept)",-5.51343775537572,0.234263394253423,1.77941183876509e-122,-23.5352081913889
"635","%CD8+ totIL22+","A","QFT","QFTPositive",-0.266959943234826,0.301393910311347,0.375751744929446,-0.885750952827979
"636","%CD8+ totIL22+","A","QFT","Time56",-0.749482219593895,0.289144405213845,0.0095400663919459,-2.59206889733728
"637","%CD8+ totIL22+","A","QFT","Time365",-0.384184851354114,0.301964088382461,0.203271321976666,-1.2722865603393
"638","%CD8+ totIL22+","A","QFT","GenderM",-0.336871190219084,0.297915105714294,0.258155123252504,-1.13076236739116
"639","%CD8+ totIL22+","A","QFT","QFTPositive:Time56",0.62582761109197,0.367530146148417,0.0886068892313309,1.70279259443182
"640","%CD8+ totIL22+","A","QFT","QFTPositive:Time365",0.270741640838258,0.375374616736381,0.470751291631306,0.7212571888642
"641","%CD8+ totIL22+","A","QFT","Time56:GenderM",0.308031968449324,0.363652405077146,0.396966948111275,0.847050546479895
"642","%CD8+ totIL22+","A","QFT","Time365:GenderM",0.218452397062003,0.37221346596202,0.55727030338997,0.586900843303432
"643","%CD8+ totIL22+","A","FA - FA","(Intercept)",-5.5974080067656,0.365727061756233,7.09350424771832e-53,-15.3048778504021
"644","%CD8+ totIL22+","A","FA - FA","FA1",-0.277335683916445,0.390241801818445,0.47728471577575,-0.71067651549403
"645","%CD8+ totIL22+","A","FA - FA","FA2",-0.365027380265137,0.529908301277961,0.490917611265285,-0.688850088562141
"646","%CD8+ totIL22+","A","FA - FA","FA3",0.229472393383595,0.421501647105896,0.586154988771997,0.544416362211613
"647","%CD8+ totIL22+","A","FA - FA","Time56",-0.618024089977351,0.450896924829957,0.170482552848784,-1.37065492342939
"648","%CD8+ totIL22+","A","FA - FA","Time365",0.108889236548294,0.442314497774291,0.805542453298024,0.24618057309046
"649","%CD8+ totIL22+","A","FA - FA","GenderM",-0.281629991492599,0.326506413211899,0.388381756081581,-0.86255577255637
"650","%CD8+ totIL22+","A","FA - FA","FA1:Time56",0.295867637053182,0.480168074310724,0.537778924954613,0.616175153831077
"651","%CD8+ totIL22+","A","FA - FA","FA2:Time56",0.22990694004173,0.66754237415488,0.730539466536235,0.344408009053802
"652","%CD8+ totIL22+","A","FA - FA","FA3:Time56",0.0569281368288684,0.509628092122698,0.911057111212722,0.11170525665442
"653","%CD8+ totIL22+","A","FA - FA","FA1:Time365",0.189899000554212,0.474658792321176,0.6891014567461,0.400074756069656
"654","%CD8+ totIL22+","A","FA - FA","FA2:Time365",-0.0890618209398581,0.663431036127348,0.89320941339829,-0.134244278741826
"655","%CD8+ totIL22+","A","FA - FA","FA3:Time365",-0.932054636397159,0.533177798864373,0.0804445938919588,-1.74811224019898
"656","%CD8+ totIL22+","A","FA - FA","Time56:GenderM",0.321169050297157,0.405433334100938,0.428265978898121,0.792162418044288
"657","%CD8+ totIL22+","A","FA - FA","Time365:GenderM",-0.143520098660419,0.419553940163707,0.732292326171506,-0.342077823424609
"658","%CD8+ totIL22+","A","FA - BA","(Intercept)",-5.36793710029472,0.272097772945077,1.24049062427195e-86,-19.7279714647949
"659","%CD8+ totIL22+","A","FA - BA","FA0",-0.229480233179749,0.421502866556725,0.586143276147059,-0.544433386786626
"660","%CD8+ totIL22+","A","FA - BA","FA1",-0.506819680695906,0.396254119017554,0.200887580473948,-1.27902690816812
"661","%CD8+ totIL22+","A","FA - BA","FA2",-0.5945125469145,0.506530306489429,0.240516850737594,-1.17369590584785
"662","%CD8+ totIL22+","A","FA - BA","Time56",-0.561103711720629,0.319732612031944,0.0792737651598329,-1.7549154843941
"663","%CD8+ totIL22+","A","FA - BA","Time365",-0.823168603685681,0.353273538814467,0.0197999793446917,-2.33011678839041
"664","%CD8+ totIL22+","A","FA - BA","GenderM",-0.281617274882439,0.326507308821759,0.388404479859963,-0.862514459166897
"665","%CD8+ totIL22+","A","FA - BA","FA0:Time56",-0.0568890837167897,0.509626476617535,0.911117592986275,-0.111628979903813
"666","%CD8+ totIL22+","A","FA - BA","FA1:Time56",0.238953616001065,0.48850093489994,0.624730601538638,0.489156926690449
"667","%CD8+ totIL22+","A","FA - BA","FA2:Time56",0.173001422386296,0.623476272370505,0.781412513511347,0.277478759101018
"668","%CD8+ totIL22+","A","FA - BA","FA0:Time365",0.932034981039468,0.533176663991791,0.0804503320801764,1.74807909645089
"669","%CD8+ totIL22+","A","FA - BA","FA1:Time365",1.12196354283625,0.527247358272342,0.0333400456462994,2.12796427565354
"670","%CD8+ totIL22+","A","FA - BA","FA2:Time365",0.843019458716407,0.654508815950915,0.197739525863694,1.28801849290847
"671","%CD8+ totIL22+","A","FA - BA","Time56:GenderM",0.321156125534951,0.405432316172296,0.428283405291454,0.792132527981489
