"Outcome","Group","Coefficient","Estimate","Std..Error","z.value","Pr...z..","LowerCI","UpperCI","Arm","Reflected"
"%HLADRpCD4Tcells","MVA85A","(Intercept)",-0.638439975114891,0.15062026996378167,-4.238738751885195,2.247790483330511e-5,-0.9336502795856031,-0.343229670644179,"B",FALSE
"%HLADRpCD4Tcells","MVA85A","TreatmentMVA85A",0.16039278573238575,0.17325383986965706,0.925767566554675,0.35456678579450746,-0.17917850059541168,0.4999640720601832,"B",FALSE
"%HLADRpCD4Tcells","MVA85A","Time56",0.26258491039732657,0.13032827383047949,2.014796196402293,0.04392600775614751,0.007146187522312775,0.5180236332723404,"B",FALSE
"%HLADRpCD4Tcells","MVA85A","GenderM",0.06555398382633942,0.16838460398360797,0.3893110312669739,0.6970460769676375,-0.26447377553257184,0.3955817431852507,"B",FALSE
"%HLADRpCD4Tcells","MVA85A","TreatmentMVA85A:Time56",-0.18851178656578182,0.1524659258885403,-1.2364191242546398,0.21630281103741616,-0.48733951017687377,0.11031593704531012,"B",FALSE
"%HLADRpCD4Tcells","MVA85A","Time56:GenderM",-0.1999927553382079,0.1512177042139242,-1.3225485493106202,0.1859855539777046,-0.49637400942233,0.09638849874591424,"B",FALSE
"%HLADRpCD4Tcells","QFT","(Intercept)",-0.534838732137241,0.16012690820691103,-3.340092793436934,8.375040122007278e-4,-0.8486817051785378,-0.2209957590959442,"B",FALSE
"%HLADRpCD4Tcells","QFT","QFTPositive",-0.05623284322528919,0.17358995468864097,-0.32394065270741634,0.7459829656255559,-0.39646290249296534,0.2839972160423869,"B",FALSE
"%HLADRpCD4Tcells","QFT","Time56",0.05548584502167182,0.1277270252197449,0.4344095928501625,0.6639910329266778,-0.19485452426146732,0.30582621430481094,"B",FALSE
"%HLADRpCD4Tcells","QFT","GenderM",0.05148714966269279,0.16921897467297595,0.3042634536829824,0.7609271857555705,-0.28017594619713554,0.38315024552252114,"B",FALSE
"%HLADRpCD4Tcells","QFT","QFTPositive:Time56",0.24358481446534921,0.15109864425941397,1.6120913305294138,0.10694206700155218,-0.05256308639593191,0.5397327153266304,"B",FALSE
"%HLADRpCD4Tcells","QFT","Time56:GenderM",-0.18047078718280765,0.1489141672901911,-1.2119114686457046,0.2255462715522849,-0.47233719185935474,0.11139561749373941,"B",FALSE
"%HLADRpCD4Tcells","FA - FA","(Intercept)",-0.5741267733412295,0.1500727393376599,-3.8256566507356053,1.3042396620789547e-4,-0.8682639375043103,-0.27998960917814875,"B",FALSE
"%HLADRpCD4Tcells","FA - FA","FA1",0.007074889527624736,0.24417159879078368,0.02897507147703445,0.9768844723241389,-0.47149265014987496,0.48564242920512446,"B",FALSE
"%HLADRpCD4Tcells","FA - FA","FA2",-0.3288529524565384,0.23405630178737583,-1.4050164423911937,0.16001638898047013,-0.7875948743144328,0.12988896940135602,"B",FALSE
"%HLADRpCD4Tcells","FA - FA","FA3",0.23161752159279553,0.21023233268661226,1.101721693484996,0.27058268280683123,-0.1804302788588072,0.6436653220443982,"B",FALSE
"%HLADRpCD4Tcells","FA - FA","Time56",0.0863241437274418,0.13850883493613608,0.6232392595551345,0.5331273061669314,-0.18514818428798807,0.35779647174287166,"B",FALSE
"%HLADRpCD4Tcells","FA - FA","GenderM",-0.025611428557380685,0.1701950029979105,-0.15048284677133042,0.8803836829268087,-0.3591875047819717,0.3079646476672103,"B",FALSE
"%HLADRpCD4Tcells","FA - FA","FA1:Time56",0.12353629778589317,0.22082740964514327,0.5594246564971657,0.5758719378605983,-0.3092774719178605,0.5563500674896469,"B",FALSE
"%HLADRpCD4Tcells","FA - FA","FA2:Time56",0.3251335522892161,0.21728138631154795,1.4963709400446517,0.13455701798967795,-0.10073013939235209,0.7509972439707843,"B",FALSE
"%HLADRpCD4Tcells","FA - FA","FA3:Time56",-0.057216203554183394,0.19061103954675462,-0.3001725592087175,0.7640455350703274,-0.4308069761215623,0.31637456901319555,"B",FALSE
"%HLADRpCD4Tcells","FA - FA","Time56:GenderM",-0.13972702737283105,0.15550809610796246,-0.8985193110191813,0.36890875467188533,-0.44451729504883075,0.16506324030316866,"B",FALSE
"%HLADRpCD4Tcells","FA - BA","(Intercept)",-0.342510176362296,0.19217080330312206,-1.78232161428828,0.07469679994560212,-0.7191580297165461,0.03413767699195397,"B",FALSE
"%HLADRpCD4Tcells","FA - BA","FA0",-0.23161585150666325,0.20996169248944282,-1.1031338562786124,0.26996904008644024,-0.6431332069190451,0.17990150390571857,"B",FALSE
"%HLADRpCD4Tcells","FA - BA","FA1",-0.22454065770462467,0.25009879669396384,-0.8978078290372038,0.3692880100644797,-0.7147252918015988,0.2656439763923495,"B",FALSE
"%HLADRpCD4Tcells","FA - BA","FA2",-0.560474726763538,0.2429334477260438,-2.3071122235732058,0.021048564691097765,-1.0366155349467276,-0.08433391858034839,"B",FALSE
"%HLADRpCD4Tcells","FA - BA","Time56",0.02910738561046904,0.17372227123352066,0.16755126100868414,0.8669363170844286,-0.31138200931973004,0.36959678054066814,"B",FALSE
"%HLADRpCD4Tcells","FA - BA","GenderM",-0.02560921617092602,0.1700081712439054,-0.15063520761119933,0.8802634866207423,-0.35881910888649865,0.30760067654464657,"B",FALSE
"%HLADRpCD4Tcells","FA - BA","FA0:Time56",0.05721562846354307,0.19015248280382344,0.30089340733232134,0.7634957776874486,-0.31547638940282274,0.42990764632990885,"B",FALSE
"%HLADRpCD4Tcells","FA - BA","FA1:Time56",0.18075424559422787,0.22418999997033984,0.8062547197383537,0.420095993196042,-0.2586500800416739,0.6201585712301296,"B",FALSE
