"Outcome","Group","Coefficient","Estimate","Std..Error","z.value","Pr...z..","LowerCI","UpperCI","Arm","Reflected"
"%CD8+ totTNF+","MVA85A","(Intercept)",-4.4484441158937065,0.1563535383264712,-28.451189295155014,4.710751736267028e-178,-4.754891419868993,-4.14199681191842,"A",FALSE
"%CD8+ totTNF+","MVA85A","TreatmentMVA85A",-0.014451384397358935,0.186134190978724,-0.07763960141536165,0.9381147400660578,-0.3792676950071581,0.35036492621244025,"A",FALSE
"%CD8+ totTNF+","MVA85A","Time56",-0.2304263609523714,0.2133683994280674,-1.0799460537269236,0.28016620353023375,-0.64862073927034,0.18776801736559728,"A",FALSE
"%CD8+ totTNF+","MVA85A","Time365",-0.7689242123600866,0.23644861424494418,-3.251971743693685,0.0011460741473990062,-1.2323549804745815,-0.3054934442455917,"A",FALSE
"%CD8+ totTNF+","MVA85A","GenderM",0.09643865889984013,0.1850680322212215,0.5210984184700357,0.6022982126222511,-0.2662880189434522,0.4591653367431324,"A",FALSE
"%CD8+ totTNF+","MVA85A","TreatmentMVA85A:Time56",0.1364031216183145,0.251357258826793,0.5426663317979136,0.587359559337846,-0.35624805293491224,0.6290542961715413,"A",FALSE
"%CD8+ totTNF+","MVA85A","TreatmentMVA85A:Time365",0.42271305764214073,0.27755629211197413,1.5229813542530184,0.1277633703732068,-0.12128727857980715,0.9667133938640886,"A",FALSE
"%CD8+ totTNF+","MVA85A","Time56:GenderM",0.0881908122079107,0.2499007068002153,0.3529034124677982,0.7241608524504424,-0.40160557283161497,0.5779871972474364,"A",FALSE
"%CD8+ totTNF+","MVA85A","Time365:GenderM",0.03690572177160032,0.2776741863822146,0.13291016443566747,0.8942644281695789,-0.5073256829740025,0.5811371265172032,"A",FALSE
"%CD8+ totTNF+","QFT","(Intercept)",-4.438862698782163,0.15661724254579434,-28.342107335239636,1.0471490385273152e-176,-4.745826853529894,-4.131898544034432,"A",FALSE
"%CD8+ totTNF+","QFT","QFTPositive",-0.03633521702150196,0.1871020876030249,-0.1941999551527961,0.8460193179848245,-0.4030485701556888,0.3303781361126849,"A",FALSE
"%CD8+ totTNF+","QFT","Time56",-0.178227626793799,0.21308226507705935,-0.8364263761197794,0.4029150793096507,-0.5958611920890522,0.23940593850145414,"A",FALSE
"%CD8+ totTNF+","QFT","Time365",-0.7933212883326519,0.24223925413824168,-3.2749493518499584,0.0010568091885056984,-1.2681015020854507,-0.3185410745798531,"A",FALSE
"%CD8+ totTNF+","QFT","GenderM",0.09780867424491714,0.18516382806133783,0.5282277606213499,0.5973412637782842,-0.26510575999487196,0.4607231084847062,"A",FALSE
"%CD8+ totTNF+","QFT","QFTPositive:Time56",0.02107148172871481,0.25464494423307565,0.08274847864023624,0.9340515366399477,-0.4780234378133239,0.5201664012707535,"A",FALSE
"%CD8+ totTNF+","QFT","QFTPositive:Time365",0.4276314602567643,0.27784674803349213,1.5390911114972519,0.12378205469755862,-0.1169381591104553,0.9722010796239839,"A",FALSE
"%CD8+ totTNF+","QFT","Time56:GenderM",0.09770663215048457,0.25053217172970993,0.389996348476541,0.6965392470685818,-0.39332740140835065,0.5887406657093198,"A",FALSE
"%CD8+ totTNF+","QFT","Time365:GenderM",0.11304625847058716,0.2773916515777081,0.40753302353412224,0.6836165446865146,-0.43063138823380387,0.6567239051749781,"A",FALSE
"%CD8+ totTNF+","FA - FA","(Intercept)",-4.130967899042886,0.22566466222244913,-18.305781057429282,7.441715637707195e-75,-4.573262509582283,-3.6886732885034896,"A",FALSE
"%CD8+ totTNF+","FA - FA","FA1",-0.3472077081606697,0.23772741078364776,-1.4605287081373144,0.14414482352113203,-0.8131448714345781,0.11872945511323868,"A",FALSE
"%CD8+ totTNF+","FA - FA","FA2",-0.7724543098405839,0.34223434076509085,-2.2570917579857817,0.02400234179006089,-1.44322129201297,-0.10168732766819799,"A",FALSE
"%CD8+ totTNF+","FA - FA","FA3",-0.25061527082086116,0.2560900197168544,-0.9786217795521809,0.32776689385624175,-0.7525424862660479,0.25131194462432566,"A",FALSE
"%CD8+ totTNF+","FA - FA","Time56",-0.27163898617860904,0.30633036502288563,-0.8867517464627288,0.3752125719155156,-0.872035468994473,0.32875749663725495,"A",FALSE
"%CD8+ totTNF+","FA - FA","Time365",-0.5538319148346892,0.33554463983017696,-1.6505461542016882,0.09883128155291268,-1.2114873241073,0.1038234944379216,"A",FALSE
"%CD8+ totTNF+","FA - FA","GenderM",-0.02972290837857852,0.19776216250290635,-0.15029623464064673,0.8805309035698159,-0.41732962438903237,0.3578838076318754,"A",FALSE
"%CD8+ totTNF+","FA - FA","FA1:Time56",0.13754836977185325,0.31786101345561785,0.4327311747876837,0.6652100789850335,-0.48544776869055906,0.7605445082342656,"A",FALSE
"%CD8+ totTNF+","FA - FA","FA2:Time56",0.5848405641917209,0.4528880551278873,1.2913578920216224,0.19657960472001076,-0.30280371288732855,1.4724848412707705,"A",FALSE
"%CD8+ totTNF+","FA - FA","FA3:Time56",-0.06493551054125969,0.35420787214408617,-0.18332599484080622,0.8545422390888455,-0.7591701829842367,0.6292991619017173,"A",FALSE
"%CD8+ totTNF+","FA - FA","FA1:Time365",0.3478424353924068,0.34358249212509495,1.0123986040178112,0.3113475055597993,-0.3255668748912959,1.0212517456761094,"A",FALSE
"%CD8+ totTNF+","FA - FA","FA2:Time365",0.22459994536348446,0.5107516461628596,0.4397439480632979,0.6601225684422327,-0.7764548861602655,1.2256547768872343,"A",FALSE
