"Outcome","Group","Coefficient","Estimate","Std..Error","z.value","Pr...z..","LowerCI","UpperCI","Arm","Reflected"
"%CD8pTcells","MVA85A","(Intercept)",2.260757484524137,0.1098593334065693,20.578656491183022,4.2633440979465383e-94,2.0454371476816835,2.476077821366591,"B",FALSE
"%CD8pTcells","MVA85A","TreatmentMVA85A",-0.05828363785861152,0.12476994332511239,-0.46712883171504016,0.6404077074833241,-0.3028282331289355,0.18626095741171242,"B",FALSE
"%CD8pTcells","MVA85A","Time56",-0.10046399590404884,0.11212017024366855,-0.8960385601066465,0.3702321691927614,-0.3202154915221386,0.11928749971404093,"B",FALSE
"%CD8pTcells","MVA85A","GenderM",0.23062779549784196,0.12444367335943445,1.8532705542347074,0.06384358945702273,-0.0132773223905161,0.4745329133862,"B",FALSE
"%CD8pTcells","MVA85A","TreatmentMVA85A:Time56",0.10914662598214955,0.1250095965332385,0.8731059775329233,0.38260531607351606,-0.13586768094488108,0.35416093290918016,"B",FALSE
"%CD8pTcells","MVA85A","Time56:GenderM",0.004918366614323474,0.1257063751458618,0.039125832787847946,0.968790065147981,-0.2414616012986466,0.25129833452729355,"B",FALSE
"%CD8pTcells","QFT","(Intercept)",2.2636218409550097,0.10691518992631395,21.172125705571865,1.725946109740332e-99,2.054071919299175,2.4731717626108445,"B",FALSE
"%CD8pTcells","QFT","QFTPositive",-0.06569074126382375,0.1234396465788471,-0.5321689026536849,0.5946090188648603,-0.3076280028227169,0.17624652029506938,"B",FALSE
"%CD8pTcells","QFT","Time56",-0.009265124792093184,0.11119633475906504,-0.08332221392160469,0.9335953375536353,-0.22720593613271997,0.2086756865485336,"B",FALSE
"%CD8pTcells","QFT","GenderM",0.2341591069379567,0.12294847414526519,1.904530402396818,0.056841141033669426,-0.006815474340917033,0.47513368821683044,"B",FALSE
"%CD8pTcells","QFT","QFTPositive:Time56",-0.08392787578916942,0.1256912504591716,-0.6677304544474382,0.5043056663963098,-0.3302781998609492,0.16242244828261038,"B",FALSE
"%CD8pTcells","QFT","Time56:GenderM",-0.005889193862404462,0.12572903539082642,-0.04684036463095426,0.9626404580000703,-0.252313575039386,0.2405351873145771,"B",FALSE
"%CD8pTcells","FA - FA","(Intercept)",2.119804167255878,0.11787114831266891,17.984080053524337,2.596624645235433e-72,1.8887809617466678,2.350827372765088,"B",FALSE
"%CD8pTcells","FA - FA","FA1",0.12708396799505417,0.18533409154026503,0.6857020580449676,0.49290100870649123,-0.23616417653131472,0.49033211252142306,"B",FALSE
"%CD8pTcells","FA - FA","FA2",0.1190343066917128,0.17816713343371918,0.6681047418658467,0.5040667351864021,-0.2301668580671188,0.46823547145054445,"B",FALSE
"%CD8pTcells","FA - FA","FA3",0.37579642382484263,0.15500498881109873,2.424415025008116,0.015333071230986305,0.07199222833105512,0.6796006193186301,"B",FALSE
"%CD8pTcells","FA - FA","Time56",0.01656003401381448,0.12777754882917094,0.1296004984095759,0.8968825088998429,-0.23387935972416865,0.26699942775179764,"B",FALSE
"%CD8pTcells","FA - FA","GenderM",0.13808379864064188,0.1271503827605275,1.0859880689522277,0.2774842708468837,-0.11112637219047455,0.3872939694717583,"B",FALSE
"%CD8pTcells","FA - FA","FA1:Time56",-0.09310881485941658,0.1933272819226166,-0.481612392899029,0.6300813208381507,-0.4720233246567665,0.28580569493793334,"B",FALSE
"%CD8pTcells","FA - FA","FA2:Time56",-0.01977212405765146,0.1912248107037662,-0.10339727352786467,0.9176476759596065,-0.3945658659875225,0.35502161787221964,"B",FALSE
"%CD8pTcells","FA - FA","FA3:Time56",-0.23661973145627221,0.15849026459744037,-1.4929606689551431,0.13544748261486503,-0.5472549419674788,0.07401547905493441,"B",FALSE
"%CD8pTcells","FA - FA","Time56:GenderM",0.07447346046556039,0.133625048251673,0.557331588949514,0.5773008968129949,-0.1874268215401456,0.3363737424712664,"B",FALSE
"%CD8pTcells","FA - BA","(Intercept)",2.495608009714786,0.14031206038718708,17.786126173532253,9.052608080924275e-71,2.2206014247592902,2.770614594670282,"B",FALSE
"%CD8pTcells","FA - BA","FA0",-0.37579571172413906,0.15500459269380873,-2.4244166265865057,0.015333003600591127,-0.6795991308423045,-0.07199229260597362,"B",FALSE
"%CD8pTcells","FA - BA","FA1",-0.24872395155351307,0.18443744867033038,-1.3485545009793023,0.17748010329898303,-0.6102147083478153,0.11276680524078925,"B",FALSE
"%CD8pTcells","FA - BA","FA2",-0.2567702224608004,0.18009199114563232,-1.4257725778219745,0.15393399883858144,-0.6097440390103459,0.09620359408874518,"B",FALSE
"%CD8pTcells","FA - BA","Time56",-0.22006572266460056,0.14517351453259988,-1.515880657522988,0.12954953207349834,-0.5046005826575983,0.06446913732839726,"B",FALSE
"%CD8pTcells","FA - BA","GenderM",0.13808267268237337,0.12715009787552772,1.0859816468057144,0.2774871121974802,-0.11112693978440374,0.3872922851491505,"B",FALSE
"%CD8pTcells","FA - BA","FA0:Time56",0.2366316910059032,0.158490124469121,1.493037448222881,0.13542738461691628,-0.07400324485884424,0.5472666268706506,"B",FALSE
"%CD8pTcells","FA - BA","FA1:Time56",0.14351724681651093,0.1881942922260218,0.7626014855123575,0.44570109838862465,-0.225336788042498,0.5123712816755198,"B",FALSE
"%CD8pTcells","FA - BA","FA2:Time56",0.21685091423238106,0.1918006714495702,1.1306056052540843,0.2582211272372552,-0.1590714940193762,0.5927733224841383,"B",FALSE
"%CD8pTcells","FA - BA","Time56:GenderM",0.07446894735818925,0.1336249861289828,0.5572980736275429,0.577323791650376,-0.18743121288928127,0.3363691076056598,"B",FALSE
